time	V(rc)
Step Information: Cap=100f  (Run: 1/10)
1.621093721552512e-014	7.799415e-006
2.121093712778347e-014	1.020604e-005
2.902343699068714e-014	1.396733e-005
3.777343683713926e-014	1.818134e-005
5.089843660681743e-014	2.450512e-005
6.839843629972165e-014	3.294201e-005
9.339843586101340e-014	4.500544e-005
1.283984352468219e-013	6.191508e-005
1.733984344571470e-013	8.369418e-005
2.283984334919889e-013	1.103740e-004
3.483984313861893e-013	1.688083e-004
5.083984285784565e-013	2.472492e-004
5.483984278765233e-013	2.669717e-004
6.283984264726569e-013	3.065028e-004
6.483984261216903e-013	3.164186e-004
6.883984254197571e-013	3.365088e-004
7.683984240158907e-013	3.776182e-004
7.883984236649241e-013	3.883446e-004
7.933984235771824e-013	3.911405e-004
8.033984234016991e-013	3.968324e-004
8.233984230507325e-013	4.088948e-004
8.296484229410555e-013	4.128515e-004
8.371484228094430e-013	4.177054e-004
8.408984227436368e-013	4.201643e-004
8.458984226558951e-013	4.234597e-004
8.496484225900889e-013	4.259392e-004
8.546484225023472e-013	4.292439e-004
8.583984224365410e-013	4.317104e-004
8.633984223487993e-013	4.349559e-004
8.733984221733160e-013	4.412476e-004
8.933984218223494e-013	4.531576e-004
9.333984211204162e-013	4.754114e-004
1.013398419716550e-012	5.177616e-004
1.033398419365583e-012	5.280629e-004
1.073398418663650e-012	5.483801e-004
1.153398417259784e-012	5.889632e-004
1.173398416908817e-012	5.991092e-004
1.213398416206884e-012	6.194230e-004
1.353398413750118e-012	6.906839e-004
1.503398411117868e-012	7.674127e-004
1.643398408661102e-012	8.393470e-004
1.748398406818527e-012	8.934813e-004
1.818398405590144e-012	9.296507e-004
1.888398404361761e-012	9.658813e-004
1.958398403133378e-012	1.002171e-003
2.018398402080478e-012	1.033323e-003
2.053398401466287e-012	1.051514e-003
2.088398400852095e-012	1.069721e-003
2.123398400237904e-012	1.087944e-003
2.158398399623712e-012	1.106183e-003
2.193398399009521e-012	1.124440e-003
2.228398398395329e-012	1.142716e-003
2.263398397781137e-012	1.161012e-003
2.298398397166946e-012	1.179330e-003
2.333398396552754e-012	1.197670e-003
2.368398395938563e-012	1.216034e-003
2.403398395324371e-012	1.234424e-003
2.438398394710180e-012	1.252841e-003
2.473398394095988e-012	1.271286e-003
2.518398393306313e-012	1.295047e-003
2.578398392253414e-012	1.326806e-003
2.643398391112772e-012	1.361322e-003
2.713398389884389e-012	1.398624e-003
2.783398388656006e-012	1.436072e-003
2.903398386550206e-012	1.500590e-003
3.033398384268923e-012	1.570976e-003
3.173398381812157e-012	1.647361e-003
3.393398377951525e-012	1.768548e-003
3.413398377600558e-012	1.779635e-003
3.453398376898625e-012	1.801890e-003
3.533398375494758e-012	1.847128e-003
3.693398372687026e-012	1.940460e-003
3.733398371985092e-012	1.965177e-003
3.743398371809609e-012	1.971713e-003
3.763398371458643e-012	1.985104e-003
3.768398371370901e-012	1.988545e-003
3.795898370888322e-012	2.008385e-003
3.804648370734774e-012	2.014981e-003
3.813398370581226e-012	2.021682e-003
3.822148370427678e-012	2.028429e-003
3.824648370383807e-012	2.030357e-003
3.829648370296066e-012	2.034194e-003
3.839648370120582e-012	2.041816e-003
3.857148369813487e-012	2.054713e-003
3.877148369462520e-012	2.068775e-003
3.917148368760587e-012	2.095388e-003
3.997148367356720e-012	2.145305e-003
4.157148364548988e-012	2.240767e-003
4.197148363847054e-012	2.264092e-003
4.277148362443188e-012	2.310244e-003
4.297148362092221e-012	2.321772e-003
4.337148361390288e-012	2.344819e-003
4.437148359635455e-012	2.402462e-003
4.617148356476756e-012	2.506502e-003
4.857148352265157e-012	2.645892e-003
5.067148348580007e-012	2.768539e-003
5.207148346123241e-012	2.850657e-003
5.347148343666475e-012	2.933074e-003
5.487148341209709e-012	3.015811e-003
5.627148338752943e-012	3.098892e-003
5.767148336296176e-012	3.182343e-003
5.907148333839410e-012	3.266197e-003
6.017148331909094e-012	3.332398e-003
6.157148329452328e-012	3.417057e-003
6.397148325240728e-012	3.563324e-003
6.657148320678163e-012	3.723529e-003
6.797148318221397e-012	3.810599e-003
6.857148317168497e-012	3.848133e-003
6.937148315764630e-012	3.898555e-003
7.097148312956898e-012	4.000301e-003
7.137148312254964e-012	4.026154e-003
7.217148310851098e-012	4.078743e-003
7.237148310500131e-012	4.092137e-003
7.277148309798198e-012	4.119406e-003
7.287148309622715e-012	4.126325e-003
7.307148309271748e-012	4.140454e-003
7.347148308569815e-012	4.169215e-003
7.357148308394332e-012	4.176566e-003
7.382148307955623e-012	4.195320e-003
7.392148307780140e-012	4.202977e-003
7.412148307429174e-012	4.218409e-003
7.417148307341432e-012	4.222297e-003
7.427148307165949e-012	4.230110e-003
7.447148306814982e-012	4.245727e-003
7.452148306727240e-012	4.249616e-003
7.482148306200790e-012	4.272610e-003
7.522148305498857e-012	4.302488e-003
7.602148304094991e-012	4.360208e-003
7.762148301287258e-012	4.472062e-003
7.802148300585325e-012	4.499320e-003
7.882148299181459e-012	4.552787e-003
8.042148296373726e-012	4.658965e-003
8.082148295671793e-012	4.685362e-003
8.162148294267926e-012	4.737984e-003
8.182148293916960e-012	4.751131e-003
8.222148293215026e-012	4.777412e-003
8.322148291460193e-012	4.843116e-003
8.462148289003427e-012	4.935180e-003
8.642148285844728e-012	5.053841e-003
8.882148281633129e-012	5.212722e-003
9.162148276719596e-012	5.399299e-003
9.442148271806064e-012	5.587407e-003
9.582148269349298e-012	5.682128e-003
9.722148266892531e-012	5.777367e-003
9.762148266190598e-012	5.804707e-003
9.842148264786732e-012	5.859604e-003
1.000214826197900e-011	5.970609e-003
1.032214825636353e-011	6.195840e-003
1.040214825495967e-011	6.253472e-003
1.056214825215193e-011	6.371315e-003
1.060214825145000e-011	6.401359e-003
1.070214824969517e-011	6.477946e-003
1.074214824899324e-011	6.509143e-003
1.082214824758937e-011	6.571374e-003
1.098214824478164e-011	6.693916e-003
1.130214823916617e-011	6.934691e-003
1.138214823776230e-011	6.993997e-003
1.154214823495457e-011	7.111502e-003
1.158214823425264e-011	7.140802e-003
1.166214823284877e-011	7.199268e-003
1.182214823004104e-011	7.316099e-003
1.186214822933911e-011	7.345291e-003
1.194214822793524e-011	7.403672e-003
1.210214822512751e-011	7.520480e-003
1.214214822442557e-011	7.549704e-003
1.238214822021397e-011	7.725382e-003
1.242214821951204e-011	7.754717e-003
1.250214821810817e-011	7.813508e-003
1.266214821530044e-011	7.931312e-003
1.278214821319464e-011	8.020080e-003
1.294214821038691e-011	8.138865e-003
1.298214820968498e-011	8.168656e-003
1.306214820828111e-011	8.228485e-003
1.322214820547338e-011	8.348928e-003
1.354214819985791e-011	8.593606e-003
1.418214818862698e-011	9.092013e-003
1.434214818581925e-011	9.219175e-003
1.466214818020378e-011	9.477320e-003
1.530214816897285e-011	9.996325e-003
1.658214814651099e-011	1.104790e-002
1.914214810158726e-011	1.320573e-002
2.214214810158726e-011	1.582442e-002
2.514214810158726e-011	1.854099e-002
2.814214810158726e-011	2.134567e-002
3.114214810158726e-011	2.422445e-002
3.414214810158726e-011	2.716400e-002
3.714214810158727e-011	3.015192e-002
4.014214810158727e-011	3.317646e-002
4.314214810158727e-011	3.622617e-002
4.614214810158727e-011	3.928944e-002
4.914214810158728e-011	4.235434e-002
5.214214810158728e-011	4.540841e-002
5.514214810158728e-011	4.843871e-002
5.814214810158728e-011	5.143224e-002
6.114214810158729e-011	5.437776e-002
6.414214810158729e-011	5.726738e-002
6.714214810158729e-011	6.009570e-002
7.014214810158729e-011	6.285772e-002
7.314214810158730e-011	6.554796e-002
7.614214810158730e-011	6.816025e-002
7.914214810158730e-011	7.068767e-002
8.214214810158730e-011	7.312207e-002
8.514214810158731e-011	7.545333e-002
8.814214810158731e-011	7.769752e-002
8.851714810158731e-011	7.796907e-002
8.926714810158731e-011	7.849724e-002
9.076714810158730e-011	7.953688e-002
9.114214810158730e-011	7.979193e-002
9.189214810158730e-011	8.029050e-002
9.339214810158729e-011	8.127041e-002
9.639214810158729e-011	8.320783e-002
9.939214810158730e-011	8.513235e-002
1.000000000000000e-010	8.552038e-002
1.003000000000000e-010	8.571099e-002
1.009000000000000e-010	8.609153e-002
1.021000000000000e-010	8.684931e-002
1.045000000000000e-010	8.835131e-002
1.093000000000000e-010	9.132576e-002
1.105000000000000e-010	9.206098e-002
1.189000000000000e-010	9.709648e-002
1.303000000000001e-010	1.036564e-001
1.387000000000001e-010	1.082945e-001
1.450000000000001e-010	1.116697e-001
1.471000000000001e-010	1.127762e-001
1.483000000000001e-010	1.134040e-001
1.507000000000001e-010	1.146546e-001
1.555000000000001e-010	1.171460e-001
2.227000000000001e-010	1.511086e-001
2.995000000000002e-010	1.879774e-001
4.531000000000002e-010	2.571314e-001
6.484125000000002e-010	3.379875e-001
8.437250000000002e-010	4.113313e-001
1.039037500000000e-009	4.777304e-001
1.234350000000000e-009	5.380901e-001
1.429662500000000e-009	5.931640e-001
1.624975000000000e-009	6.435851e-001
1.820287500000000e-009	6.898891e-001
2.015600000000000e-009	7.325324e-001
2.210912500000000e-009	7.719063e-001
2.406225000000000e-009	8.083484e-001
2.601537500000000e-009	8.421515e-001
2.796850000000000e-009	8.735707e-001
2.992162499999999e-009	9.028295e-001
3.187474999999999e-009	9.301245e-001
3.382787499999999e-009	9.556292e-001
3.578099999999999e-009	9.794976e-001
3.773412499999998e-009	1.001867e+000
3.968724999999998e-009	1.022858e+000
4.359349999999998e-009	1.061138e+000
4.749974999999997e-009	1.095086e+000
5.140599999999997e-009	1.125315e+000
5.531224999999997e-009	1.152330e+000
5.921849999999996e-009	1.176550e+000
6.312474999999996e-009	1.198326e+000
6.703099999999995e-009	1.217957e+000
7.093724999999995e-009	1.235694e+000
7.484349999999995e-009	1.251753e+000
7.874974999999995e-009	1.266322e+000
8.265599999999994e-009	1.279561e+000
8.851537499999994e-009	1.297228e+000
9.437474999999993e-009	1.312615e+000
1.002341249999999e-008	1.326053e+000
1.060934999999999e-008	1.337817e+000
1.119528749999999e-008	1.348137e+000
1.178122499999999e-008	1.357206e+000
1.236716249999999e-008	1.365190e+000
1.295309999999999e-008	1.372227e+000
1.353903749999999e-008	1.378438e+000
1.412497499999999e-008	1.383925e+000
1.471091249999999e-008	1.388779e+000
1.529684999999999e-008	1.393075e+000
1.588278749999999e-008	1.396880e+000
1.646872500000000e-008	1.400253e+000
1.705466250000000e-008	1.403245e+000
1.764060000000001e-008	1.405900e+000
1.842185000000001e-008	1.408983e+000
1.920310000000002e-008	1.411615e+000
1.998435000000002e-008	1.413865e+000
2.076560000000003e-008	1.415787e+000
2.154685000000004e-008	1.417432e+000
2.232810000000004e-008	1.418839e+000
2.330466250000005e-008	1.420317e+000
2.428122500000006e-008	1.421533e+000
2.525778750000006e-008	1.422536e+000
2.623435000000007e-008	1.423362e+000
2.740622500000008e-008	1.424164e+000
2.857810000000009e-008	1.424801e+000
2.994528750000010e-008	1.425379e+000
3.150778750000008e-008	1.425875e+000
3.326560000000007e-008	1.426277e+000
3.541403750000005e-008	1.426613e+000
3.814841250000002e-008	1.426879e+000
4.185934999999998e-008	1.427072e+000
4.752341249999993e-008	1.427193e+000
6.119528749999985e-008	1.427250e+000
7.857810000000027e-008	1.427256e+000
9.990000000000000e-008	1.427260e+000
9.990057289999899e-008	1.426607e+000
9.990171869999696e-008	1.425297e+000
9.990401029999289e-008	1.422660e+000
9.990859349998477e-008	1.417334e+000
9.991775989996852e-008	1.406587e+000
9.993609269993601e-008	1.385003e+000
9.994476100273067e-008	1.374797e+000
9.995113029848831e-008	1.368374e+000
9.995511489560261e-008	1.366376e+000
9.995987327005202e-008	1.365880e+000
9.997087315871268e-008	1.365379e+000
9.998325783456291e-008	1.364816e+000
1.000000000000000e-007	1.364054e+000
1.000024769351700e-007	1.363942e+000
1.000074308055101e-007	1.363717e+000
1.042208207665957e-007	1.185041e+000
1.083223832665958e-007	1.033611e+000
1.124239457665959e-007	9.015310e-001
1.165255082665960e-007	7.863289e-001
1.206270707665961e-007	6.858479e-001
1.247286332665962e-007	5.982069e-001
1.288301957665963e-007	5.217651e-001
1.329317582665964e-007	4.550914e-001
1.370333207665965e-007	3.969376e-001
1.411348832665966e-007	3.462150e-001
1.452364457665967e-007	3.019740e-001
1.493380082665968e-007	2.633863e-001
1.534395707665969e-007	2.297295e-001
1.575411332665970e-007	2.003736e-001
1.616426957665971e-007	1.747689e-001
1.657442582665972e-007	1.524361e-001
1.700411332665973e-007	1.320943e-001
1.743380082665974e-007	1.144670e-001
1.786348832665975e-007	9.919196e-002
1.829317582665976e-007	8.595532e-002
1.872286332665977e-007	7.448504e-002
1.915255082665978e-007	6.454542e-002
1.958223832665979e-007	5.593219e-002
1.999239457665980e-007	4.878461e-002
2.000000000000000e-007	4.866089e-002
Step Information: Cap=400f  (Run: 4/10)
0.000000000000000e+000	-7.010943e-011
1.953124965725918e-017	7.052975e-009
3.906249931451836e-017	1.417606e-008
1.132812480121033e-015	4.130775e-007
2.265624960242065e-015	8.262432e-007
3.710937434879244e-015	1.353412e-006
5.351562406089016e-015	1.951856e-006
7.148437374556860e-015	2.607338e-006
9.648437330686035e-015	3.519390e-006
1.261718727858943e-014	4.602566e-006
1.621093721552512e-014	5.913948e-006
2.058593713875118e-014	7.510662e-006
2.714843702359026e-014	9.906252e-006
3.589843687004237e-014	1.310133e-005
4.464843671649449e-014	1.629757e-005
5.964843645326954e-014	2.177935e-005
7.589843616810918e-014	2.772192e-005
1.058984356416593e-013	3.870289e-005
1.383984350713386e-013	5.061550e-005
1.983984340184388e-013	7.265048e-005
2.983984322636058e-013	1.095126e-004
4.083984303332895e-013	1.502677e-004
5.083984285784565e-013	1.874870e-004
5.483984278765233e-013	2.024434e-004
6.283984264726569e-013	2.324224e-004
6.483984261216903e-013	2.399429e-004
6.883984254197571e-013	2.551939e-004
7.683984240158907e-013	2.864587e-004
7.883984236649241e-013	2.946446e-004
7.933984235771824e-013	2.967850e-004
8.033984234016991e-013	3.011478e-004
8.058984233578283e-013	3.022622e-004
8.208984230946034e-013	3.092204e-004
8.296484229410555e-013	3.134718e-004
8.371484228094430e-013	3.172027e-004
8.408984227436368e-013	3.190876e-004
8.458984226558951e-013	3.216091e-004
8.496484225900889e-013	3.235006e-004
8.558984224804118e-013	3.266424e-004
8.583984224365410e-013	3.278875e-004
8.633984223487993e-013	3.303456e-004
8.733984221733160e-013	3.351154e-004
8.933984218223494e-013	3.441701e-004
9.333984211204162e-013	3.611232e-004
1.013398419716550e-012	3.933883e-004
1.033398419365583e-012	4.012259e-004
1.073398418663650e-012	4.166609e-004
1.153398417259784e-012	4.474730e-004
1.173398416908817e-012	4.551728e-004
1.213398416206884e-012	4.705844e-004
1.313398414452051e-012	5.091722e-004
1.453398411995285e-012	5.634257e-004
1.593398409538519e-012	6.179310e-004
1.733398407081752e-012	6.726716e-004
1.853398404975953e-012	7.197630e-004
1.923398403747570e-012	7.473023e-004
1.993398402519187e-012	7.748903e-004
2.063398401290803e-012	8.025265e-004
2.123398400237904e-012	8.262529e-004
2.168398399448229e-012	8.440719e-004
2.210898398702425e-012	8.609191e-004
2.245898398088233e-012	8.748078e-004
2.280898397474042e-012	8.887103e-004
2.315898396859850e-012	9.026273e-004
2.350898396245659e-012	9.165598e-004
2.385898395631467e-012	9.305088e-004
2.420898395017275e-012	9.444754e-004
2.455898394403084e-012	9.584606e-004
2.483398393920505e-012	9.694633e-004
2.518398393306313e-012	9.834849e-004
2.578398392253414e-012	1.007572e-003
2.643398391112772e-012	1.033744e-003
2.713398389884389e-012	1.062021e-003
2.788398388568264e-012	1.092429e-003
2.858398387339881e-012	1.120920e-003
2.958398385585048e-012	1.161810e-003
3.078398383479249e-012	1.211170e-003
3.218398381022482e-012	1.269173e-003
3.418398377512816e-012	1.352833e-003
3.518398375757983e-012	1.394994e-003
3.558398375056050e-012	1.411967e-003
3.638398373652184e-012	1.446667e-003
3.798398370844451e-012	1.518134e-003
3.803398370756709e-012	1.520461e-003
3.813398370581226e-012	1.525316e-003
3.833398370230259e-012	1.535234e-003
3.838398370142518e-012	1.537782e-003
3.850898369923164e-012	1.544316e-003
3.868398369616068e-012	1.553851e-003
3.873398369528326e-012	1.556667e-003
3.883398369352843e-012	1.562353e-003
3.885898369308972e-012	1.563788e-003
3.890898369221230e-012	1.566676e-003
3.900898369045747e-012	1.572445e-003
3.908398368914135e-012	1.576727e-003
3.918398368738651e-012	1.582329e-003
3.938398368387685e-012	1.593140e-003
3.978398367685752e-012	1.613537e-003
4.058398366281885e-012	1.651641e-003
4.218398363474152e-012	1.724328e-003
4.258398362772219e-012	1.742071e-003
4.338398361368353e-012	1.777168e-003
4.358398361017386e-012	1.785934e-003
4.398398360315453e-012	1.803459e-003
4.498398358560620e-012	1.847292e-003
4.678398355401921e-012	1.926403e-003
4.918398351190321e-012	2.032388e-003
5.128398347505172e-012	2.125634e-003
5.268398345048406e-012	2.188062e-003
5.408398342591640e-012	2.250715e-003
5.548398340134874e-012	2.313607e-003
5.688398337678107e-012	2.376757e-003
5.828398335221341e-012	2.440188e-003
5.968398332764575e-012	2.503923e-003
6.108398330307809e-012	2.567986e-003
6.288398327149109e-012	2.650889e-003
6.528398322937510e-012	2.762370e-003
6.788398318374944e-012	2.884476e-003
6.928398315918178e-012	2.950843e-003
6.988398314865278e-012	2.979454e-003
7.068398313461412e-012	3.017894e-003
7.228398310653679e-012	3.095476e-003
7.268398309951746e-012	3.115196e-003
7.348398308547880e-012	3.155322e-003
7.368398308196913e-012	3.165545e-003
7.408398307494980e-012	3.186365e-003
7.418398307319497e-012	3.191648e-003
7.438398306968530e-012	3.202437e-003
7.478398306266597e-012	3.224402e-003
7.488398306091113e-012	3.230016e-003
7.513398305652405e-012	3.244336e-003
7.523398305476922e-012	3.250178e-003
7.543398305125955e-012	3.261941e-003
7.548398305038214e-012	3.264900e-003
7.558398304862730e-012	3.270841e-003
7.578398304511764e-012	3.282717e-003
7.583398304424022e-012	3.285677e-003
7.593398304248539e-012	3.291564e-003
7.653398303195639e-012	3.325983e-003
7.733398301791773e-012	3.369914e-003
7.893398298984040e-012	3.454948e-003
7.933398298282107e-012	3.475662e-003
8.013398296878240e-012	3.516298e-003
8.173398294070507e-012	3.597024e-003
8.213398293368574e-012	3.617102e-003
8.293398291964708e-012	3.657138e-003
8.313398291613741e-012	3.667142e-003
8.353398290911808e-012	3.687142e-003
8.453398289156975e-012	3.737148e-003
8.593398286700209e-012	3.807229e-003
8.773398283541509e-012	3.897562e-003
9.053398278627977e-012	4.038746e-003
9.293398274416378e-012	4.160531e-003
9.573398269502845e-012	4.303683e-003
9.753398266344146e-012	4.396411e-003
9.853398264589313e-012	4.448175e-003
9.993398262132547e-012	4.521032e-003
1.003339826143061e-011	4.541956e-003
1.011339826002675e-011	4.583996e-003
1.027339825721901e-011	4.669254e-003
1.059339825160355e-011	4.843066e-003
1.067339825019968e-011	4.887613e-003
1.069339824984872e-011	4.898972e-003
1.073339824914678e-011	4.921923e-003
1.083339824739195e-011	4.980091e-003
1.087339824669002e-011	5.003847e-003
1.088339824651453e-011	5.009817e-003
1.090339824616357e-011	5.021825e-003
1.094339824546163e-011	5.045920e-003
1.095339824528615e-011	5.051962e-003
1.097339824493518e-011	5.064068e-003
1.101339824423325e-011	5.088224e-003
1.109339824282938e-011	5.135996e-003
1.125339824002165e-011	5.229496e-003
1.157339823440619e-011	5.412825e-003
1.165339823300232e-011	5.457967e-003
1.181339823019459e-011	5.547409e-003
1.185339822949265e-011	5.569717e-003
1.193339822808879e-011	5.614245e-003
1.209339822528105e-011	5.703241e-003
1.213339822457912e-011	5.725482e-003
1.221339822317525e-011	5.769976e-003
1.237339822036752e-011	5.859024e-003
1.241339821966559e-011	5.881310e-003
1.249339821826172e-011	5.925964e-003
1.265339821545399e-011	6.015437e-003
1.277339821334819e-011	6.082869e-003
1.293339821054046e-011	6.173118e-003
1.297339820983852e-011	6.195757e-003
1.305339820843466e-011	6.241229e-003
1.321339820562692e-011	6.332811e-003
1.353339820001146e-011	6.518895e-003
1.417339818878053e-011	6.897761e-003
1.433339818597280e-011	6.994307e-003
1.465339818035733e-011	7.190223e-003
1.529339816912640e-011	7.584511e-003
1.657339814666454e-011	8.384001e-003
1.913339810174081e-011	1.002419e-002
2.213339810174081e-011	1.201316e-002
2.513339810174081e-011	1.407558e-002
2.813339810174081e-011	1.620546e-002
3.113339810174081e-011	1.839321e-002
3.413339810174081e-011	2.062905e-002
3.713339810174081e-011	2.290336e-002
4.013339810174082e-011	2.520674e-002
4.313339810174082e-011	2.752997e-002
4.613339810174082e-011	2.986392e-002
4.913339810174082e-011	3.219934e-002
5.213339810174083e-011	3.452679e-002
5.513339810174083e-011	3.683654e-002
5.813339810174083e-011	3.911890e-002
6.113339810174083e-011	4.136550e-002
6.413339810174084e-011	4.357052e-002
6.713339810174084e-011	4.572993e-002
7.013339810174084e-011	4.783994e-002
7.313339810174084e-011	4.989635e-002
7.613339810174085e-011	5.189450e-002
7.913339810174085e-011	5.382907e-002
8.213339810174085e-011	5.569381e-002
8.513339810174086e-011	5.748120e-002
8.813339810174086e-011	5.920350e-002
8.850839810174086e-011	5.941208e-002
8.925839810174085e-011	5.981807e-002
9.075839810174085e-011	6.061755e-002
9.113339810174085e-011	6.081379e-002
9.188339810174084e-011	6.119768e-002
9.338339810174084e-011	6.195277e-002
9.638339810174084e-011	6.344657e-002
9.938339810174084e-011	6.493082e-002
1.000000000000000e-010	6.523444e-002
1.003000000000000e-010	6.538148e-002
1.009000000000000e-010	6.567507e-002
1.021000000000000e-010	6.625979e-002
1.045000000000000e-010	6.741915e-002
1.093000000000000e-010	6.971592e-002
1.105000000000000e-010	7.028389e-002
1.189000000000000e-010	7.417755e-002
1.315000000000001e-010	7.978109e-002
1.399000000000001e-010	8.336661e-002
1.441000000000001e-010	8.511676e-002
1.465000000000001e-010	8.610274e-002
1.513000000000001e-010	8.805759e-002
1.609000000000001e-010	9.193683e-002
2.185000000000001e-010	1.147567e-001
2.953000000000001e-010	1.440725e-001
4.489000000000001e-010	1.998359e-001
6.442125000000002e-010	2.662217e-001
8.395250000000002e-010	3.276929e-001
1.034837500000000e-009	3.844950e-001
1.230150000000000e-009	4.371226e-001
1.425462500000000e-009	4.860021e-001
1.620775000000000e-009	5.315037e-001
1.816087500000000e-009	5.739503e-001
2.011400000000000e-009	6.136248e-001
2.206712500000000e-009	6.507760e-001
2.402025000000000e-009	6.856242e-001
2.597337499999999e-009	7.183643e-001
2.987962499999999e-009	7.781970e-001
3.378587499999998e-009	8.314554e-001
3.769212499999998e-009	8.790934e-001
4.159837499999998e-009	9.218895e-001
4.550462499999997e-009	9.604859e-001
4.941087499999997e-009	9.954166e-001
5.331712499999996e-009	1.027130e+000
5.722337499999996e-009	1.056005e+000
6.112962499999995e-009	1.082365e+000
6.698899999999995e-009	1.117781e+000
7.284837499999994e-009	1.148929e+000
7.870774999999994e-009	1.176437e+000
8.456712499999994e-009	1.200822e+000
9.042649999999993e-009	1.222510e+000
9.628587499999992e-009	1.241853e+000
1.021452499999999e-008	1.259152e+000
1.080046249999999e-008	1.274658e+000
1.138639999999999e-008	1.288586e+000
1.197233749999999e-008	1.301119e+000
1.255827499999999e-008	1.312417e+000
1.333952499999999e-008	1.325792e+000
1.412077499999999e-008	1.337490e+000
1.490202499999999e-008	1.347742e+000
1.568327499999999e-008	1.356743e+000
1.646452500000000e-008	1.364658e+000
1.724577500000001e-008	1.371628e+000
1.802702500000001e-008	1.377774e+000
1.880827500000002e-008	1.383200e+000
1.958952500000002e-008	1.387993e+000
2.037077500000003e-008	1.392231e+000
2.134733750000004e-008	1.396851e+000
2.232390000000004e-008	1.400820e+000
2.330046250000005e-008	1.404234e+000
2.427702500000006e-008	1.407171e+000
2.525358750000006e-008	1.409701e+000
2.623015000000007e-008	1.411881e+000
2.720671250000008e-008	1.413760e+000
2.837858750000009e-008	1.415677e+000
2.955046250000010e-008	1.417283e+000
3.072233750000009e-008	1.418629e+000
3.189421250000008e-008	1.419757e+000
3.326140000000006e-008	1.420846e+000
3.462858750000005e-008	1.421732e+000
3.619108750000004e-008	1.422547e+000
3.794890000000002e-008	1.423262e+000
3.970671250000000e-008	1.423812e+000
4.185514999999998e-008	1.424315e+000
4.419889999999996e-008	1.424708e+000
4.712858749999993e-008	1.425040e+000
5.083952499999990e-008	1.425299e+000
5.591764999999985e-008	1.425485e+000
6.392546249999992e-008	1.425600e+000
8.150358750000034e-008	1.425649e+000
9.990000000000000e-008	1.425655e+000
9.990062356675689e-008	1.425117e+000
9.990187070027068e-008	1.424037e+000
9.990436496729825e-008	1.421862e+000
9.990935350135338e-008	1.417467e+000
9.991933056946365e-008	1.408603e+000
9.993928470568420e-008	1.390813e+000
9.994780644381877e-008	1.383679e+000
9.995334660413064e-008	1.380665e+000
9.995966150955066e-008	1.379592e+000
9.996399491379173e-008	1.379442e+000
9.999750186737848e-008	1.378287e+000
1.000000000000000e-007	1.378201e+000
1.000038293661242e-007	1.378069e+000
1.000114880983726e-007	1.377805e+000
1.055146875658247e-007	1.200715e+000
1.111787500658249e-007	1.042181e+000
1.168428125658250e-007	9.045786e-001
1.225068750658251e-007	7.851441e-001
1.281709375658253e-007	6.814790e-001
1.338350000658254e-007	5.915012e-001
1.394990625658255e-007	5.134034e-001
1.451631250658257e-007	4.456171e-001
1.508271875658258e-007	3.867809e-001
1.564912500658260e-007	3.357129e-001
1.621553125658261e-007	2.913877e-001
1.678193750658262e-007	2.529149e-001
1.734834375658264e-007	2.195217e-001
1.791475000658265e-007	1.905376e-001
1.848115625658266e-007	1.653803e-001
1.904756250658268e-007	1.435446e-001
1.961396875658269e-007	1.245920e-001
1.998506250658270e-007	1.135530e-001
2.000000000000000e-007	1.131292e-001
Step Information: Cap=500f  (Run: 5/10)
0.000000000000000e+000	-7.010943e-011
1.953124965725918e-017	5.666247e-009
3.906249931451836e-017	1.140261e-008
1.132812480121033e-015	3.326456e-007
2.265624960242065e-015	6.653760e-007
3.710937434879244e-015	1.089915e-006
5.351562406089016e-015	1.571854e-006
7.148437374556860e-015	2.099727e-006
9.648437330686035e-015	2.834220e-006
1.261718727858943e-014	3.706524e-006
1.699218720181549e-014	4.992210e-006
2.167968711955769e-014	6.369974e-006
2.792968700988063e-014	8.207400e-006
3.667968685633274e-014	1.078055e-005
4.980468662601091e-014	1.464196e-005
6.730468631891514e-014	1.979370e-005
9.230468588020689e-014	2.715991e-005
1.273046852660153e-013	3.748539e-005
1.723046844763405e-013	5.078441e-005
2.273046835111823e-013	6.707616e-005
3.373046815808661e-013	9.977836e-005
4.773046791240999e-013	1.416593e-004
5.573046777202335e-013	1.657928e-004
7.173046749125007e-013	2.145382e-004
7.573046742105675e-013	2.269927e-004
7.673046740350842e-013	2.301951e-004
7.873046736841176e-013	2.367218e-004
7.923046735963759e-013	2.383961e-004
8.023046734208926e-013	2.418260e-004
8.048046733770218e-013	2.426995e-004
8.098046732892801e-013	2.444908e-004
8.223046730699260e-013	2.490842e-004
8.285546729602490e-013	2.514796e-004
8.360546728286365e-013	2.544379e-004
8.398046727628303e-013	2.559463e-004
8.448046726750886e-013	2.579762e-004
8.460546726531532e-013	2.584867e-004
8.485546726092824e-013	2.595121e-004
8.535546725215407e-013	2.615651e-004
8.573046724557345e-013	2.631015e-004
8.635546723460574e-013	2.656484e-004
8.660546723021866e-013	2.666548e-004
8.810546720389616e-013	2.724887e-004
9.010546716879950e-013	2.798011e-004
9.410546709860618e-013	2.934963e-004
1.021054669582195e-012	3.195525e-004
1.041054669231229e-012	3.258770e-004
1.081054668529296e-012	3.383231e-004
1.161054667125429e-012	3.631614e-004
1.181054666774463e-012	3.693669e-004
1.221054666072529e-012	3.817860e-004
