time	V(rc)
Step Information: Cap=100f  (Run: 1/10)
1.212730447468606e-011	2.058861e-002
1.216730447398412e-011	2.067614e-002
1.224730447258026e-011	2.085052e-002
1.240730446977252e-011	2.119450e-002
1.272730446415706e-011	2.187161e-002
1.280730446275319e-011	2.203857e-002
1.296730445994546e-011	2.236953e-002
1.300730445924353e-011	2.245205e-002
1.308730445783966e-011	2.261668e-002
1.324730445503193e-011	2.294560e-002
1.328730445432999e-011	2.302777e-002
1.336730445292613e-011	2.319204e-002
1.352730445011839e-011	2.352064e-002
1.356730444941646e-011	2.360282e-002
1.364730444801259e-011	2.376733e-002
1.384730444450293e-011	2.417905e-002
1.412730443958940e-011	2.475760e-002
1.440730443467586e-011	2.533938e-002
1.464730443046426e-011	2.584133e-002
1.468730442976233e-011	2.592528e-002
1.476730442835847e-011	2.609377e-002
1.492730442555073e-011	2.643263e-002
1.524730441993527e-011	2.711966e-002
1.588730440870434e-011	2.851660e-002
1.604730440589660e-011	2.887260e-002
1.636730440028114e-011	2.959501e-002
1.700730438905021e-011	3.104685e-002
1.828730436658834e-011	3.398172e-002
2.084730432166462e-011	3.997818e-002
2.384730432166462e-011	4.721629e-002
2.684730432166462e-011	5.468446e-002
2.984730432166462e-011	6.235871e-002
3.284730432166462e-011	7.020361e-002
3.584730432166463e-011	7.818387e-002
3.884730432166463e-011	8.626519e-002
4.184730432166463e-011	9.441433e-002
4.484730432166463e-011	1.025987e-001
4.784730432166464e-011	1.107858e-001
5.084730432166464e-011	1.189425e-001
5.384730432166464e-011	1.270348e-001
5.684730432166464e-011	1.350275e-001
5.984730432166464e-011	1.428866e-001
6.284730432166464e-011	1.505849e-001
6.584730432166464e-011	1.581039e-001
6.884730432166465e-011	1.654290e-001
7.184730432166465e-011	1.725454e-001
7.484730432166465e-011	1.794364e-001
7.784730432166465e-011	1.860830e-001
8.084730432166466e-011	1.924636e-001
8.384730432166466e-011	1.985520e-001
8.684730432166466e-011	2.043160e-001
8.984730432166467e-011	2.098051e-001
9.022230432166466e-011	2.104627e-001
9.097230432166466e-011	2.117302e-001
9.247230432166466e-011	2.142119e-001
9.284730432166465e-011	2.148183e-001
9.359730432166465e-011	2.160094e-001
9.509730432166465e-011	2.183805e-001
9.547230432166465e-011	2.189709e-001
9.622230432166464e-011	2.201458e-001
9.772230432166464e-011	2.224818e-001
1.000000000000000e-010	2.260087e-001
1.009000000000000e-010	2.273858e-001
1.021000000000000e-010	2.292076e-001
1.051000000000000e-010	2.337190e-001
1.105000000000000e-010	2.416052e-001
1.177000000000000e-010	2.516858e-001
1.231000000000001e-010	2.589014e-001
1.282000000000001e-010	2.654690e-001
1.324000000000001e-010	2.706943e-001
1.336000000000001e-010	2.721570e-001
1.360000000000001e-010	2.750623e-001
1.408000000000001e-010	2.808257e-001
1.696000000000001e-010	3.143318e-001
2.080000000000001e-010	3.563747e-001
2.848000000000001e-010	4.326707e-001
4.384000000000001e-010	5.641617e-001
6.337125000000001e-010	7.023730e-001
8.290250000000000e-010	8.136593e-001
1.024337500000000e-009	9.035006e-001
1.219650000000000e-009	9.772089e-001
1.414962500000000e-009	1.038466e+000
1.610275000000000e-009	1.089918e+000
1.805587500000000e-009	1.133518e+000
2.000900000000000e-009	1.170739e+000
2.196212500000000e-009	1.202718e+000
2.391525000000000e-009	1.230341e+000
2.586837500000000e-009	1.254313e+000
2.782150000000000e-009	1.275201e+000
2.977462499999999e-009	1.293465e+000
3.172774999999999e-009	1.309484e+000
3.368087499999999e-009	1.323572e+000
3.563399999999999e-009	1.335990e+000
3.758712499999999e-009	1.346959e+000
3.954024999999998e-009	1.356666e+000
4.149337499999998e-009	1.365270e+000
4.344649999999998e-009	1.372907e+000
4.539962499999998e-009	1.379694e+000
4.735274999999997e-009	1.385733e+000
4.930587499999997e-009	1.391112e+000
5.125899999999997e-009	1.395906e+000
5.321212499999997e-009	1.400184e+000
5.516524999999997e-009	1.404002e+000
5.711837499999996e-009	1.407413e+000
5.907149999999996e-009	1.410463e+000
6.102462499999996e-009	1.413189e+000
6.297774999999996e-009	1.415629e+000
6.493087499999995e-009	1.417813e+000
6.688399999999995e-009	1.419768e+000
6.883712499999995e-009	1.421519e+000
7.079024999999995e-009	1.423087e+000
7.274337499999995e-009	1.424493e+000
7.469649999999994e-009	1.425754e+000
7.664962499999994e-009	1.426883e+000
7.860274999999994e-009	1.427896e+000
8.055587499999994e-009	1.428805e+000
8.250899999999994e-009	1.429620e+000
8.446212499999993e-009	1.430351e+000
8.641524999999993e-009	1.431007e+000
9.032149999999993e-009	1.432124e+000
9.422774999999992e-009	1.433024e+000
9.813399999999992e-009	1.433748e+000
1.020402499999999e-008	1.434333e+000
1.059464999999999e-008	1.434803e+000
1.118058749999999e-008	1.435344e+000
1.176652499999999e-008	1.435736e+000
1.254777499999999e-008	1.436095e+000
1.352433749999999e-008	1.436374e+000
1.469621249999999e-008	1.436560e+000
1.664933750000000e-008	1.436695e+000
2.094621250000003e-008	1.436759e+000
8.559465000000044e-008	1.436774e+000
9.990000000000000e-008	1.436775e+000
9.990082456497544e-008	1.434152e+000
9.990247369492629e-008	1.428885e+000
9.990577195482801e-008	1.418265e+000
9.991236847463144e-008	1.396815e+000
9.992556151423832e-008	1.353638e+000
9.995194759345206e-008	1.273317e+000
9.996119331130857e-008	1.256931e+000
9.997240406688598e-008	1.252112e+000
9.998746955732287e-008	1.250227e+000
1.000000000000000e-007	1.248661e+000
1.000017667805589e-007	1.248441e+000
1.000053003416768e-007	1.248000e+000
1.013962561309834e-007	1.086040e+000
1.027634436309834e-007	9.472565e-001
1.041306311309834e-007	8.262082e-001
1.054978186309835e-007	7.206285e-001
1.068650061309835e-007	6.285406e-001
1.082321936309835e-007	5.482205e-001
1.095993811309836e-007	4.781644e-001
1.109665686309836e-007	4.170606e-001
1.123337561309836e-007	3.637652e-001
1.137009436309837e-007	3.172802e-001
1.150681311309837e-007	2.767356e-001
1.164353186309837e-007	2.413720e-001
1.178025061309838e-007	2.105275e-001
1.191696936309838e-007	1.836246e-001
1.205368811309838e-007	1.601596e-001
1.219040686309838e-007	1.396931e-001
1.232712561309839e-007	1.218420e-001
1.246384436309839e-007	1.062720e-001
1.260056311309839e-007	9.269172e-002
1.273728186309840e-007	8.084683e-002
1.287400061309840e-007	7.051558e-002
1.301071936309840e-007	6.150454e-002
1.314743811309841e-007	5.364501e-002
1.328415686309841e-007	4.678984e-002
1.342087561309841e-007	4.081067e-002
1.355759436309842e-007	3.559557e-002
1.369431311309842e-007	3.104690e-002
1.383103186309842e-007	2.707950e-002
1.396775061309843e-007	2.361909e-002
1.410446936309843e-007	2.060088e-002
1.424118811309843e-007	1.796836e-002
1.439743811309844e-007	1.536911e-002
1.455368811309844e-007	1.314586e-002
1.470993811309845e-007	1.124423e-002
1.486618811309845e-007	9.617685e-003
1.502243811309845e-007	8.226435e-003
1.517868811309846e-007	7.036441e-003
1.535446936309846e-007	5.902182e-003
1.553025061309847e-007	4.950769e-003
1.570603186309847e-007	4.152727e-003
1.590134436309847e-007	3.415960e-003
1.611618811309848e-007	2.755571e-003
1.633103186309849e-007	2.222860e-003
1.656540686309849e-007	1.758463e-003
1.681931311309850e-007	1.364195e-003
1.711228186309850e-007	1.017802e-003
1.744431311309851e-007	7.302957e-004
1.783493811309852e-007	4.942128e-004
1.830368811309853e-007	3.093540e-004
1.890915686309855e-007	1.689549e-004
1.974900061309857e-007	7.308289e-005
1.998337561309857e-007	5.786131e-005
2.000000000000000e-007	5.690660e-005
Step Information: Cap=200f  (Run: 2/10)
0.000000000000000e+000	-7.010943e-011
1.953124965725918e-017	1.372061e-008
3.906249931451836e-017	2.751133e-008
1.171874979435551e-015	8.273906e-007
2.265624960242065e-015	1.599721e-006
3.710937434879244e-015	2.620350e-006
5.351562406089016e-015	3.778970e-006
7.148437374556860e-015	5.048019e-006
9.648437330686035e-015	6.813800e-006
1.261718727858943e-014	8.910883e-006
1.511718723471861e-014	1.067704e-005
1.949218715794466e-014	1.376821e-005
2.605468704278375e-014	1.840597e-005
3.480468688923586e-014	2.459149e-005
4.355468673568797e-014	3.077921e-005
5.855468647246302e-014	4.139157e-005
7.480468618730266e-014	5.289588e-005
1.048046856608528e-013	7.415391e-005
1.373046850905320e-013	9.721513e-005
1.973046840376322e-013	1.398710e-004
2.973046822827993e-013	2.112267e-004
4.073046803524830e-013	2.901138e-004
5.073046785976500e-013	3.621532e-004
5.473046778957168e-013	3.911008e-004
6.273046764918504e-013	4.491241e-004
6.473046761408838e-013	4.636808e-004
6.873046754389506e-013	4.932303e-004
7.673046740350842e-013	5.539315e-004
7.873046736841176e-013	5.698850e-004
7.923046735963759e-013	5.740708e-004
8.023046734208926e-013	5.826135e-004
8.135546732234739e-013	5.926682e-004
8.198046731137968e-013	5.984585e-004
8.273046729821844e-013	6.055963e-004
8.310546729163781e-013	6.092253e-004
8.360546728286365e-013	6.140993e-004
8.373046728067011e-013	6.153229e-004
8.398046727628303e-013	6.177766e-004
8.448046726750886e-013	6.226856e-004
8.485546726092824e-013	6.263564e-004
8.548046724996053e-013	6.324375e-004
8.723046721925095e-013	6.487916e-004
8.923046718415429e-013	6.663734e-004
9.323046711396097e-013	6.994212e-004
1.012304669735743e-012	7.623625e-004
1.032304669384777e-012	7.776213e-004
1.072304668682844e-012	8.075960e-004
1.152304667278977e-012	8.673571e-004
1.172304666928011e-012	8.822759e-004
1.212304666226077e-012	9.121166e-004
1.312304664471244e-012	9.868158e-004
1.522304660786095e-012	1.144523e-003
1.662304658329329e-012	1.250279e-003
1.802304655872563e-012	1.356506e-003
1.922304653766763e-012	1.447906e-003
2.027304651924188e-012	1.528140e-003
2.097304650695805e-012	1.581756e-003
2.167304649467422e-012	1.635476e-003
2.237304648239039e-012	1.689301e-003
2.307304647010656e-012	1.743233e-003
2.377304645782273e-012	1.797277e-003
2.437304644729373e-012	1.843693e-003
2.502304643588732e-012	1.894078e-003
2.552304642711315e-012	1.932912e-003
2.612304641658415e-012	1.979600e-003
2.677304640517774e-012	2.030297e-003
2.747304639289391e-012	2.085036e-003
2.817304638061008e-012	2.139931e-003
2.892304636744883e-012	2.198931e-003
2.962304635516500e-012	2.254178e-003
3.062304633761667e-012	2.333427e-003
3.182304631655867e-012	2.429022e-003
3.312304629374584e-012	2.533238e-003
3.462304626742335e-012	2.654340e-003
3.662304623232669e-012	2.817305e-003
3.802304620775903e-012	2.932366e-003
3.902304619021070e-012	3.015061e-003
3.942304618319137e-012	3.048345e-003
4.022304616915270e-012	3.116019e-003
4.182304614107537e-012	3.255496e-003
4.222304613405604e-012	3.292271e-003
4.232304613230121e-012	3.301940e-003
4.252304612879154e-012	3.321679e-003
4.257304612791413e-012	3.326729e-003
4.284804612308834e-012	3.355625e-003
4.292304612177221e-012	3.363811e-003
4.304804611957867e-012	3.377653e-003
4.309804611870125e-012	3.383268e-003
4.319804611694642e-012	3.394512e-003
4.322304611650771e-012	3.397319e-003
4.337304611387546e-012	3.414048e-003
4.344804611255934e-012	3.422302e-003
4.354804611080451e-012	3.433129e-003
4.374804610729484e-012	3.454218e-003
4.414804610027551e-012	3.494582e-003
4.494804608623684e-012	3.570742e-003
4.654804605815952e-012	3.716189e-003
4.694804605114018e-012	3.751498e-003
4.774804603710152e-012	3.820989e-003
4.794804603359185e-012	3.838315e-003
4.834804602657252e-012	3.872890e-003
4.914804601253386e-012	3.941999e-003
4.974804600200486e-012	3.993826e-003
5.074804598445653e-012	4.080264e-003
5.254804595286954e-012	4.236293e-003
5.494804591075354e-012	4.445355e-003
5.674804587916655e-012	4.603031e-003
5.914804583705056e-012	4.814421e-003
6.094804580546356e-012	4.973913e-003
6.334804576334757e-012	5.187824e-003
6.514804573176058e-012	5.349304e-003
6.754804568964459e-012	5.566010e-003
6.934804565805759e-012	5.729716e-003
7.174804561594160e-012	5.949568e-003
7.434804557031594e-012	6.190010e-003
7.594804554223861e-012	6.339221e-003
7.734804551767095e-012	6.470676e-003
7.774804551065162e-012	6.508444e-003
7.854804549661296e-012	6.584397e-003
8.014804546853563e-012	6.737395e-003
8.054804546151630e-012	6.776081e-003
8.134804544747763e-012	6.855185e-003
8.294804541940030e-012	7.017401e-003
8.334804541238097e-012	7.059266e-003
8.344804541062614e-012	7.069991e-003
8.364804540711647e-012	7.091677e-003
8.414804539834231e-012	7.146666e-003
8.434804539483264e-012	7.169123e-003
8.439804539395523e-012	7.174764e-003
8.449804539220039e-012	7.186105e-003
8.469804538869073e-012	7.208849e-003
8.474804538781331e-012	7.214549e-003
8.484804538605848e-012	7.225964e-003
8.504804538254881e-012	7.248717e-003
8.544804537552948e-012	7.293578e-003
8.624804536149082e-012	7.380759e-003
8.784804533341349e-012	7.550332e-003
8.824804532639416e-012	7.591725e-003
8.904804531235549e-012	7.672930e-003
9.064804528427816e-012	7.834050e-003
9.104804527725883e-012	7.874062e-003
9.184804526322017e-012	7.953755e-003
9.204804525971050e-012	7.973656e-003
9.244804525269117e-012	8.013419e-003
9.344804523514284e-012	8.112786e-003
9.484804521057518e-012	8.251905e-003
9.624804518600752e-012	8.391211e-003
9.804804515442052e-012	8.570801e-003
1.004480451123045e-011	8.811312e-003
1.022480450807175e-011	8.992709e-003
1.036480450561499e-011	9.134466e-003
1.046480450386015e-011	9.236112e-003
1.050480450315822e-011	9.276912e-003
1.058480450175436e-011	9.358778e-003
1.074480449894662e-011	9.523983e-003
1.106480449333116e-011	9.858244e-003
1.114480449192729e-011	9.943324e-003
1.130480448911956e-011	1.011637e-002
1.134480448841762e-011	1.016028e-002
1.142480448701376e-011	1.024926e-002
1.148480448596086e-011	1.031711e-002
1.156480448455699e-011	1.040867e-002
1.158480448420603e-011	1.043178e-002
1.162480448350409e-011	1.047831e-002
1.170480448210023e-011	1.057108e-002
1.186480447929249e-011	1.075389e-002
1.218480447367703e-011	1.111336e-002
1.226480447227316e-011	1.120194e-002
1.242480446946543e-011	1.137749e-002
1.246480446876350e-011	1.142126e-002
1.254480446735963e-011	1.150859e-002
1.270480446455190e-011	1.168309e-002
1.274480446384996e-011	1.172669e-002
1.282480446244610e-011	1.181386e-002
1.298480445963836e-011	1.198825e-002
1.302480445893643e-011	1.203188e-002
1.310480445753256e-011	1.211921e-002
1.330480445402290e-011	1.233783e-002
1.358480444910937e-011	1.264516e-002
1.386480444419583e-011	1.295436e-002
1.394480444279197e-011	1.304319e-002
1.410480443998423e-011	1.322129e-002
1.414480443928230e-011	1.326595e-002
1.422480443787843e-011	1.335560e-002
1.438480443507070e-011	1.353602e-002
1.470480442945524e-011	1.390221e-002
1.534480441822430e-011	1.464749e-002
1.550480441541657e-011	1.483749e-002
1.582480440980111e-011	1.522298e-002
1.646480439857018e-011	1.599759e-002
1.774480437610831e-011	1.756476e-002
2.030480433118459e-011	2.077258e-002
2.330480433118459e-011	2.465402e-002
2.630480433118459e-011	2.866887e-002
2.930480433118459e-011	3.280360e-002
3.230480433118459e-011	3.703830e-002
3.530480433118459e-011	4.135371e-002
3.830480433118460e-011	4.573152e-002
4.130480433118460e-011	5.015424e-002
4.430480433118460e-011	5.460471e-002
4.730480433118460e-011	5.906570e-002
5.030480433118461e-011	6.351952e-002
5.630480433118461e-011	7.233173e-002
5.930480433118461e-011	7.665268e-002
6.230480433118461e-011	8.089588e-002
6.530480433118461e-011	8.505135e-002
6.830480433118462e-011	8.911151e-002
7.130480433118462e-011	9.306869e-002
7.430480433118462e-011	9.691434e-002
7.730480433118462e-011	1.006389e-001
8.030480433118463e-011	1.042314e-001
8.330480433118463e-011	1.076788e-001
8.630480433118463e-011	1.109648e-001
8.930480433118463e-011	1.141146e-001
8.967980433118463e-011	1.144942e-001
9.042980433118463e-011	1.152301e-001
9.192980433118463e-011	1.166756e-001
9.230480433118462e-011	1.170295e-001
9.305480433118462e-011	1.177248e-001
9.455480433118462e-011	1.191078e-001
9.492980433118461e-011	1.194524e-001
9.567980433118461e-011	1.201393e-001
9.717980433118461e-011	1.215067e-001
1.000000000000000e-010	1.240660e-001
1.009000000000000e-010	1.248750e-001
1.021000000000000e-010	1.259476e-001
1.045000000000000e-010	1.280706e-001
1.093000000000000e-010	1.322684e-001
1.135000000000000e-010	1.358631e-001
1.219000000000001e-010	1.428273e-001
1.303000000000001e-010	1.495009e-001
1.357000000000001e-010	1.536396e-001
1.408000000000002e-010	1.574508e-001
1.420000000000002e-010	1.583325e-001
1.444000000000002e-010	1.600856e-001
1.492000000000002e-010	1.635712e-001
2.164000000000002e-010	2.105472e-001
2.932000000000002e-010	2.604764e-001
4.468000000000002e-010	3.517862e-001
6.421125000000001e-010	4.551613e-001
8.374250000000001e-010	5.455768e-001
1.032737500000000e-009	6.245638e-001
1.228050000000000e-009	6.940692e-001
1.423362500000000e-009	7.556195e-001
1.618675000000000e-009	8.104295e-001
1.813987500000000e-009	8.594788e-001
2.009300000000000e-009	9.035666e-001
2.204612500000000e-009	9.433510e-001
2.399925000000000e-009	9.793798e-001
2.595237500000000e-009	1.012112e+000
2.790550000000000e-009	1.041936e+000
2.985862499999999e-009	1.069181e+000
3.181174999999999e-009	1.094131e+000
3.376487499999999e-009	1.117030e+000
3.571799999999999e-009	1.138087e+000
3.767112499999999e-009	1.157488e+000
3.962424999999998e-009	1.175393e+000
4.157737499999998e-009	1.191943e+000
4.353049999999998e-009	1.207263e+000
4.548362499999998e-009	1.221463e+000
4.743674999999998e-009	1.234642e+000
4.938987499999997e-009	1.246887e+000
5.134299999999997e-009	1.258276e+000
5.329612499999997e-009	1.268880e+000
5.524924999999997e-009	1.278762e+000
5.720237499999996e-009	1.287978e+000
5.915549999999996e-009	1.296582e+000
6.306174999999996e-009	1.312132e+000
6.696799999999995e-009	1.325738e+000
7.087424999999995e-009	1.337671e+000
7.478049999999995e-009	1.348158e+000
7.868674999999995e-009	1.357392e+000
8.259299999999994e-009	1.365535e+000
8.649924999999994e-009	1.372726e+000
9.040549999999994e-009	1.379084e+000
9.431174999999993e-009	1.384713e+000
9.821799999999993e-009	1.389700e+000
1.021242499999999e-008	1.394122e+000
1.060304999999999e-008	1.398048e+000
1.099367499999999e-008	1.401533e+000
1.138429999999999e-008	1.404631e+000
1.177492499999999e-008	1.407385e+000
1.216554999999999e-008	1.409835e+000
1.255617499999999e-008	1.412016e+000
1.314211249999999e-008	1.414846e+000
1.372804999999999e-008	1.417225e+000
1.431398749999999e-008	1.419226e+000
1.489992499999999e-008	1.420910e+000
1.548586249999999e-008	1.422327e+000
1.607180000000000e-008	1.423521e+000
1.665773750000000e-008	1.424527e+000
1.724367500000000e-008	1.425375e+000
1.802492500000001e-008	1.426302e+000
1.880617500000002e-008	1.427040e+000
1.958742500000002e-008	1.427628e+000
2.056398750000003e-008	1.428198e+000
2.154055000000004e-008	1.428628e+000
2.271242500000005e-008	1.429005e+000
2.407961250000006e-008	1.429311e+000
2.583742500000007e-008	1.429562e+000
2.818117500000009e-008	1.429748e+000
3.189211250000008e-008	1.429875e+000
4.048586249999999e-008	1.429936e+000
8.716555000000049e-008	1.429947e+000
9.990000000000000e-008	1.429949e+000
9.990066883547102e-008	1.428826e+000
9.990200650641305e-008	1.426574e+000
9.990468184829711e-008	1.422035e+000
9.991003253206522e-008	1.412866e+000
9.992073389960146e-008	1.394381e+000
9.994213663467393e-008	1.357299e+000
9.995094235917239e-008	1.343777e+000
9.995635660972390e-008	1.339249e+000
9.996373564925598e-008	1.337768e+000
9.998830699369230e-008	1.336125e+000
1.000000000000000e-007	1.335344e+000
1.000025461955238e-007	1.335174e+000
1.000076385865714e-007	1.334834e+000
1.026671168315209e-007	1.168658e+000
1.054014918315210e-007	1.019321e+000
1.081358668315211e-007	8.890663e-001
1.108702418315211e-007	7.754565e-001
1.136046168315212e-007	6.763645e-001
1.163389918315213e-007	5.899349e-001
1.190733668315213e-007	5.145499e-001
1.218077418315214e-007	4.487979e-001
1.245421168315215e-007	3.914481e-001
1.272764918315215e-007	3.414267e-001
1.300108668315216e-007	2.977974e-001
1.327452418315217e-007	2.597432e-001
1.354796168315217e-007	2.265519e-001
1.382139918315218e-007	1.976019e-001
1.409483668315219e-007	1.723512e-001
1.436827418315219e-007	1.503273e-001
1.464171168315220e-007	1.311177e-001
1.491514918315220e-007	1.143628e-001
1.518858668315221e-007	9.974889e-002
1.546202418315222e-007	8.700247e-002
1.573546168315222e-007	7.588485e-002
1.600889918315223e-007	6.618790e-002
1.628233668315224e-007	5.773007e-002
1.657530543315225e-007	4.986370e-002
1.686827418315225e-007	4.306921e-002
1.716124293315226e-007	3.720056e-002
1.745421168315227e-007	3.213158e-002
1.774718043315227e-007	2.775330e-002
1.804014918315228e-007	2.397162e-002
1.833311793315229e-007	2.070523e-002
1.862608668315230e-007	1.788393e-002
1.893858668315230e-007	1.529695e-002
1.925108668315231e-007	1.308419e-002
1.956358668315232e-007	1.119152e-002
1.989561793315233e-007	9.479612e-003
1.999327418315233e-007	9.027726e-003
2.000000000000000e-007	8.997344e-003
Step Information: Cap=300f  (Run: 3/10)
0.000000000000000e+000	-7.010943e-011
1.953124965725918e-017	9.323920e-009
3.906249931451836e-017	1.871796e-008
1.171874979435551e-015	5.635839e-007
2.265624960242065e-015	1.089684e-006
3.710937434879244e-015	1.784922e-006
5.351562406089016e-015	2.574158e-006
7.148437374556860e-015	3.438617e-006
9.648437330686035e-015	4.641443e-006
1.261718727858943e-014	6.069949e-006
